17K	/nird/home/nikolare/hplt/public/two/cleaned/ace_Arab
81K	/nird/home/nikolare/hplt/public/two/cleaned/kas_Deva
449K	/nird/home/nikolare/hplt/public/two/cleaned/nus_Latn
481K	/nird/home/nikolare/hplt/public/two/cleaned/kmb_Latn
545K	/nird/home/nikolare/hplt/public/two/cleaned/knc_Arab
817K	/nird/home/nikolare/hplt/public/two/cleaned/kas_Arab
913K	/nird/home/nikolare/hplt/public/two/cleaned/mos_Latn
961K	/nird/home/nikolare/hplt/public/two/cleaned/kam_Latn
1.1M	/nird/home/nikolare/hplt/public/two/cleaned/bjn_Arab
1.2M	/nird/home/nikolare/hplt/public/two/cleaned/dyu_Latn
1.2M	/nird/home/nikolare/hplt/public/two/cleaned/fon_Latn
1.5M	/nird/home/nikolare/hplt/public/two/cleaned/mag_Deva
1.5M	/nird/home/nikolare/hplt/public/two/cleaned/taq_Latn
1.7M	/nird/home/nikolare/hplt/public/two/cleaned/kea_Latn
1.8M	/nird/home/nikolare/hplt/public/two/cleaned/cjk_Latn
2.1M	/nird/home/nikolare/hplt/public/two/cleaned/dzo_Tibt
2.2M	/nird/home/nikolare/hplt/public/two/cleaned/lua_Latn
2.2M	/nird/home/nikolare/hplt/public/two/cleaned/ssw_Latn
2.6M	/nird/home/nikolare/hplt/public/two/cleaned/dik_Latn
2.7M	/nird/home/nikolare/hplt/public/two/cleaned/kik_Latn
2.7M	/nird/home/nikolare/hplt/public/two/cleaned/knc_Latn
2.8M	/nird/home/nikolare/hplt/public/two/cleaned/sat_Olck
2.9M	/nird/home/nikolare/hplt/public/two/cleaned/kon_Latn
3.8M	/nird/home/nikolare/hplt/public/two/cleaned/sag_Latn
3.8M	/nird/home/nikolare/hplt/public/two/cleaned/umb_Latn
3.9M	/nird/home/nikolare/hplt/public/two/cleaned/bug_Latn
4.8M	/nird/home/nikolare/hplt/public/two/cleaned/hne_Deva
5.0M	/nird/home/nikolare/hplt/public/two/cleaned/bam_Latn
5.0M	/nird/home/nikolare/hplt/public/two/cleaned/luo_Latn
5.1M	/nird/home/nikolare/hplt/public/two/cleaned/ayr_Latn
5.1M	/nird/home/nikolare/hplt/public/two/cleaned/mni_Beng
5.7M	/nird/home/nikolare/hplt/public/two/cleaned/tum_Latn
5.8M	/nird/home/nikolare/hplt/public/two/cleaned/wol_Latn
5.9M	/nird/home/nikolare/hplt/public/two/cleaned/ewe_Latn
5.9M	/nird/home/nikolare/hplt/public/two/cleaned/kbp_Latn
7.0M	/nird/home/nikolare/hplt/public/two/cleaned/tsn_Latn
7.2M	/nird/home/nikolare/hplt/public/two/cleaned/twi_Latn
7.4M	/nird/home/nikolare/hplt/public/two/cleaned/kac_Latn
7.4M	/nird/home/nikolare/hplt/public/two/cleaned/nso_Latn
8.2M	/nird/home/nikolare/hplt/public/two/cleaned/war_Latn
8.5M	/nird/home/nikolare/hplt/public/two/cleaned/fuv_Latn
8.5M	/nird/home/nikolare/hplt/public/two/cleaned/ltg_Latn
8.6M	/nird/home/nikolare/hplt/public/two/cleaned/shn_Mymr
8.9M	/nird/home/nikolare/hplt/public/two/cleaned/bem_Latn
8.9M	/nird/home/nikolare/hplt/public/two/cleaned/lij_Latn
8.9M	/nird/home/nikolare/hplt/public/two/cleaned/pag_Latn
9.2M	/nird/home/nikolare/hplt/public/two/cleaned/lin_Latn
9.7M	/nird/home/nikolare/hplt/public/two/cleaned/fij_Latn
13M	/nird/home/nikolare/hplt/public/two/cleaned/awa_Deva
14M	/nird/home/nikolare/hplt/public/two/cleaned/ace_Latn
15M	/nird/home/nikolare/hplt/public/two/cleaned/tso_Latn
16M	/nird/home/nikolare/hplt/public/two/cleaned/bjn_Latn
17M	/nird/home/nikolare/hplt/public/two/cleaned/kab_Latn
17M	/nird/home/nikolare/hplt/public/two/cleaned/tpi_Latn
18M	/nird/home/nikolare/hplt/public/two/cleaned/ban_Latn
21M	/nird/home/nikolare/hplt/public/two/cleaned/min_Latn
22M	/nird/home/nikolare/hplt/public/two/cleaned/lug_Latn
35M	/nird/home/nikolare/hplt/public/two/cleaned/bho_Deva
35M	/nird/home/nikolare/hplt/public/two/cleaned/szl_Latn
36M	/nird/home/nikolare/hplt/public/two/cleaned/fur_Latn
38M	/nird/home/nikolare/hplt/public/two/cleaned/lao_Laoo
44M	/nird/home/nikolare/hplt/public/two/cleaned/quy_Latn
46M	/nird/home/nikolare/hplt/public/two/cleaned/ilo_Latn
48M	/nird/home/nikolare/hplt/public/two/cleaned/mai_Deva
49M	/nird/home/nikolare/hplt/public/two/cleaned/srd_Latn
52M	/nird/home/nikolare/hplt/public/two/cleaned/sot_Latn
57M	/nird/home/nikolare/hplt/public/two/cleaned/smo_Latn
61M	/nird/home/nikolare/hplt/public/two/cleaned/grn_Latn
61M	/nird/home/nikolare/hplt/public/two/cleaned/nya_Latn
62M	/nird/home/nikolare/hplt/public/two/cleaned/sna_Latn
68M	/nird/home/nikolare/hplt/public/two/cleaned/ibo_Latn
70M	/nird/home/nikolare/hplt/public/two/cleaned/gaz_Latn
76M	/nird/home/nikolare/hplt/public/two/cleaned/yor_Latn
77M	/nird/home/nikolare/hplt/public/two/cleaned/vec_Latn
78M	/nird/home/nikolare/hplt/public/two/cleaned/xho_Latn
79M	/nird/home/nikolare/hplt/public/two/cleaned/yue_Hant
82M	/nird/home/nikolare/hplt/public/two/cleaned/pap_Latn
94M	/nird/home/nikolare/hplt/public/two/cleaned/scn_Latn
98M	/nird/home/nikolare/hplt/public/two/cleaned/crh_Latn
108M	/nird/home/nikolare/hplt/public/two/cleaned/run_Latn
116M	/nird/home/nikolare/hplt/public/two/cleaned/bod_Tibt
116M	/nird/home/nikolare/hplt/public/two/cleaned/tir_Ethi
119M	/nird/home/nikolare/hplt/public/two/cleaned/azb_Arab
119M	/nird/home/nikolare/hplt/public/two/cleaned/zul_Latn
125M	/nird/home/nikolare/hplt/public/two/cleaned/kin_Latn
132M	/nird/home/nikolare/hplt/public/two/cleaned/lmo_Latn
132M	/nird/home/nikolare/hplt/public/two/cleaned/mri_Latn
151M	/nird/home/nikolare/hplt/public/two/cleaned/gla_Latn
157M	/nird/home/nikolare/hplt/public/two/cleaned/sun_Latn
162M	/nird/home/nikolare/hplt/public/two/cleaned/ceb_Latn
178M	/nird/home/nikolare/hplt/public/two/cleaned/tuk_Latn
185M	/nird/home/nikolare/hplt/public/two/cleaned/san_Deva
187M	/nird/home/nikolare/hplt/public/two/cleaned/ydd_Hebr
190M	/nird/home/nikolare/hplt/public/two/cleaned/snd_Arab
211M	/nird/home/nikolare/hplt/public/two/cleaned/fao_Latn
220M	/nird/home/nikolare/hplt/public/two/cleaned/hat_Latn
224M	/nird/home/nikolare/hplt/public/two/cleaned/oci_Latn
227M	/nird/home/nikolare/hplt/public/two/cleaned/lus_Latn
235M	/nird/home/nikolare/hplt/public/two/cleaned/bak_Cyrl
247M	/nird/home/nikolare/hplt/public/two/cleaned/asm_Beng
252M	/nird/home/nikolare/hplt/public/two/cleaned/plt_Latn
253M	/nird/home/nikolare/hplt/public/two/cleaned/ltz_Latn
286M	/nird/home/nikolare/hplt/public/two/cleaned/hau_Latn
310M	/nird/home/nikolare/hplt/public/two/cleaned/jav_Latn
403M	/nird/home/nikolare/hplt/public/two/cleaned/ory_Orya
415M	/nird/home/nikolare/hplt/public/two/cleaned/ckb_Arab
420M	/nird/home/nikolare/hplt/public/two/cleaned/ast_Latn
424M	/nird/home/nikolare/hplt/public/two/cleaned/lim_Latn
425M	/nird/home/nikolare/hplt/public/two/cleaned/kmr_Latn
452M	/nird/home/nikolare/hplt/public/two/cleaned/mlt_Latn
581M	/nird/home/nikolare/hplt/public/two/cleaned/gle_Latn
597M	/nird/home/nikolare/hplt/public/two/cleaned/pbt_Arab
644M	/nird/home/nikolare/hplt/public/two/cleaned/amh_Ethi
710M	/nird/home/nikolare/hplt/public/two/cleaned/uig_Arab
823M	/nird/home/nikolare/hplt/public/two/cleaned/cym_Latn
828M	/nird/home/nikolare/hplt/public/two/cleaned/kir_Cyrl
876M	/nird/home/nikolare/hplt/public/two/cleaned/som_Latn
911M	/nird/home/nikolare/hplt/public/two/cleaned/tat_Cyrl
922M	/nird/home/nikolare/hplt/public/two/cleaned/uzn_Latn
943M	/nird/home/nikolare/hplt/public/two/cleaned/pan_Guru
992M	/nird/home/nikolare/hplt/public/two/cleaned/khm_Khmr
1.1G	/nird/home/nikolare/hplt/public/two/cleaned/epo_Latn
1.5G	/nird/home/nikolare/hplt/public/two/cleaned/swh_Latn
1.8G	/nird/home/nikolare/hplt/public/two/cleaned/guj_Gujr
1.8G	/nird/home/nikolare/hplt/public/two/cleaned/nno_Latn
1.9G	/nird/home/nikolare/hplt/public/two/cleaned/tgk_Cyrl
2.1G	/nird/home/nikolare/hplt/public/two/cleaned/afr_Latn
2.1G	/nird/home/nikolare/hplt/public/two/cleaned/eus_Latn
2.1G	/nird/home/nikolare/hplt/public/two/cleaned/kan_Knda
2.5G	/nird/home/nikolare/hplt/public/two/cleaned/sin_Sinh
2.6G	/nird/home/nikolare/hplt/public/two/cleaned/tgl_Latn
2.8G	/nird/home/nikolare/hplt/public/two/cleaned/mya_Mymr
2.9G	/nird/home/nikolare/hplt/public/two/cleaned/khk_Cyrl
3.2G	/nird/home/nikolare/hplt/public/two/cleaned/tel_Telu
3.3G	/nird/home/nikolare/hplt/public/two/cleaned/mar_Deva
3.5G	/nird/home/nikolare/hplt/public/two/cleaned/glg_Latn
3.5G	/nird/home/nikolare/hplt/public/two/cleaned/isl_Latn
3.5G	/nird/home/nikolare/hplt/public/two/cleaned/npi_Deva
3.9G	/nird/home/nikolare/hplt/public/two/cleaned/bel_Cyrl
4.0G	/nird/home/nikolare/hplt/public/two/cleaned/prs_Arab
4.1G	/nird/home/nikolare/hplt/public/two/cleaned/mkd_Cyrl
4.3G	/nird/home/nikolare/hplt/public/two/cleaned/hye_Armn
4.3G	/nird/home/nikolare/hplt/public/two/cleaned/kaz_Cyrl
4.4G	/nird/home/nikolare/hplt/public/two/cleaned/urd_Arab
4.5G	/nird/home/nikolare/hplt/public/two/cleaned/mal_Mlym
4.9G	/nird/home/nikolare/hplt/public/two/cleaned/kat_Geor
5.8G	/nird/home/nikolare/hplt/public/two/cleaned/als_Latn
6.6G	/nird/home/nikolare/hplt/public/two/cleaned/azj_Latn
7.2G	/nird/home/nikolare/hplt/public/two/cleaned/srp_Cyrl
8.6G	/nird/home/nikolare/hplt/public/two/cleaned/lvs_Latn
12G	/nird/home/nikolare/hplt/public/two/cleaned/tam_Taml
13G	/nird/home/nikolare/hplt/public/two/cleaned/est_Latn
13G	/nird/home/nikolare/hplt/public/two/cleaned/slv_Latn
15G	/nird/home/nikolare/hplt/public/two/cleaned/ben_Beng
18G	/nird/home/nikolare/hplt/public/two/cleaned/bos_Latn
18G	/nird/home/nikolare/hplt/public/two/cleaned/hrv_Latn
18G	/nird/home/nikolare/hplt/public/two/cleaned/lit_Latn
21G	/nird/home/nikolare/hplt/public/two/cleaned/cat_Latn
22G	/nird/home/nikolare/hplt/public/two/cleaned/hin_Deva
26G	/nird/home/nikolare/hplt/public/two/cleaned/zsm_Latn
27G	/nird/home/nikolare/hplt/public/two/cleaned/heb_Hebr
27G	/nird/home/nikolare/hplt/public/two/cleaned/slk_Latn
31G	/nird/home/nikolare/hplt/public/two/cleaned/tha_Thai
42G	/nird/home/nikolare/hplt/public/two/cleaned/bul_Cyrl
44G	/nird/home/nikolare/hplt/public/two/cleaned/dan_Latn
46G	/nird/home/nikolare/hplt/public/two/cleaned/nob_Latn
52G	/nird/home/nikolare/hplt/public/two/cleaned/fin_Latn
63G	/nird/home/nikolare/hplt/public/two/cleaned/kor_Hang
78G	/nird/home/nikolare/hplt/public/two/cleaned/ukr_Cyrl
79G	/nird/home/nikolare/hplt/public/two/cleaned/hun_Latn
87G	/nird/home/nikolare/hplt/public/two/cleaned/ron_Latn
87G	/nird/home/nikolare/hplt/public/two/cleaned/swe_Latn
103G	/nird/home/nikolare/hplt/public/two/cleaned/ces_Latn
118G	/nird/home/nikolare/hplt/public/two/cleaned/ell_Grek
124G	/nird/home/nikolare/hplt/public/two/cleaned/ind_Latn
127G	/nird/home/nikolare/hplt/public/two/cleaned/ara_Arab
135G	/nird/home/nikolare/hplt/public/two/cleaned/tur_Latn
141G	/nird/home/nikolare/hplt/public/two/cleaned/vie_Latn
153G	/nird/home/nikolare/hplt/public/two/cleaned/nld_Latn
168G	/nird/home/nikolare/hplt/public/two/cleaned/pes_Arab
188G	/nird/home/nikolare/hplt/public/two/cleaned/zho_Hant
220G	/nird/home/nikolare/hplt/public/two/cleaned/pol_Latn
278G	/nird/home/nikolare/hplt/public/two/cleaned/ita_Latn
301G	/nird/home/nikolare/hplt/public/two/cleaned/por_Latn
492G	/nird/home/nikolare/hplt/public/two/cleaned/fra_Latn
600G	/nird/home/nikolare/hplt/public/two/cleaned/deu_Latn
649G	/nird/home/nikolare/hplt/public/two/cleaned/spa_Latn
689G	/nird/home/nikolare/hplt/public/two/cleaned/jpn_Jpan
1.7T	/nird/home/nikolare/hplt/public/two/cleaned/rus_Cyrl
2.3T	/nird/home/nikolare/hplt/public/two/cleaned/zho_Hans
5.7T	/nird/home/nikolare/hplt/public/two/cleaned/eng_Latn
